
Timestamp,Count,Incomming,Outgoing
2025-10-05 7:20:00,112,6,1
2025-10-05 7:21:00,112,2,2
2025-10-05 7:22:00,117,7,2
2025-10-05 7:23:00,116,0,1
2025-10-05 7:24:00,122,7,1
2025-10-05 7:25:00,125,4,1
2025-10-05 7:26:00,125,1,1
2025-10-05 7:27:00,130,7,2
2025-10-05 7:28:00,138,8,0
2025-10-05 7:29:00,142,5,1
2025-10-05 7:30:00,148,6,0
2025-10-05 7:31:00,145,3,6
2025-10-05 7:32:00,145,2,2
2025-10-05 7:33:00,145,7,7
2025-10-05 7:34:00,145,4,4
2025-10-05 7:35:00,146,8,7
2025-10-05 7:36:00,151,6,1
2025-10-05 7:37:00,146,2,7
2025-10-05 7:38:00,143,2,5
2025-10-05 7:39:00,137,1,7
2025-10-05 7:40:00,143,6,0
2025-10-05 7:41:00,141,3,5
2025-10-05 7:42:00,142,6,5
2025-10-05 7:43:00,143,8,7
2025-10-05 7:44:00,143,4,4
2025-10-05 7:45:00,141,1,3
2025-10-05 7:46:00,139,1,3
2025-10-05 7:47:00,136,2,5
2025-10-05 7:48:00,140,8,4
2025-10-05 7:49:00,139,6,7
2025-10-05 7:50:00,137,4,6
2025-10-05 7:51:00,135,4,6
2025-10-05 7:52:00,139,6,2
2025-10-05 7:53:00,137,5,7
2025-10-05 7:54:00,139,2,0
2025-10-05 7:55:00,138,6,7
2025-10-05 7:56:00,138,4,4
2025-10-05 7:57:00,138,1,1
2025-10-05 7:58:00,137,6,7
2025-10-05 7:59:00,135,6,8
2025-10-05 8:00:00,133,3,5
2025-10-05 8:01:00,131,4,6
2025-10-05 8:02:00,133,5,3
2025-10-05 8:03:00,138,7,2
2025-10-05 8:04:00,136,5,7
2025-10-05 8:05:00,135,3,4
2025-10-05 8:06:00,132,5,8
2025-10-05 8:07:00,127,1,6
2025-10-05 8:08:00,131,6,2
2025-10-05 8:09:00,131,2,2
2025-10-05 8:10:00,131,1,1
2025-10-05 8:11:00,125,0,6
2025-10-05 8:12:00,126,4,3
2025-10-05 8:13:00,121,1,6
2025-10-05 8:14:00,117,4,8
2025-10-05 8:15:00,114,1,4
2025-10-05 8:16:00,119,6,1
2025-10-05 8:17:00,122,4,1
2025-10-05 8:18:00,125,5,2
2025-10-05 8:19:00,123,6,8
2025-10-05 8:20:00,123,6,6
2025-10-05 8:21:00,124,5,4
2025-10-05 8:22:00,123,3,4
2025-10-05 8:23:00,123,6,6
2025-10-05 8:24:00,124,6,5
2025-10-05 8:25:00,122,0,2
2025-10-05 8:26:00,121,5,6
2025-10-05 8:27:00,119,2,4
2025-10-05 8:28:00,121,3,1
2025-10-05 8:29:00,117,2,6
2025-10-05 8:30:00,114,3,6
2025-10-05 8:31:00,117,6,3
2025-10-05 8:32:00,119,6,4
2025-10-05 8:33:00,116,2,5
2025-10-05 8:34:00,112,3,7
2025-10-05 8:35:00,113,6,5
2025-10-05 8:36:00,110,0,3
2025-10-05 8:37:00,112,7,5
2025-10-05 8:38:00,113,2,1
2025-10-05 8:39:00,108,1,6
2025-10-05 8:40:00,110,4,2
2025-10-05 8:41:00,113,4,1
2025-10-05 8:42:00,117,4,0
2025-10-05 8:43:00,114,1,4
2025-10-05 8:44:00,114,1,1
2025-10-05 8:45:00,115,5,4
2025-10-05 8:46:00,115,1,1
2025-10-05 8:47:00,113,4,6
2025-10-05 8:48:00,110,1,4
2025-10-05 8:49:00,111,6,5
2025-10-05 8:50:00,109,4,6
2025-10-05 8:51:00,107,4,6
2025-10-05 8:52:00,109,7,5
2025-10-05 8:53:00,109,3,3
2025-10-05 8:54:00,107,4,6
2025-10-05 8:55:00,102,1,6
2025-10-05 8:56:00,107,5,0
2025-10-05 8:57:00,104,2,5
2025-10-05 8:58:00,108,6,2
2025-10-05 8:59:00,106,1,3
2025-10-05 9:00:00,110,6,2
2025-10-05 9:01:00,110,3,3
2025-10-05 9:02:00,108,4,6
2025-10-05 9:03:00,107,5,6
2025-10-05 9:04:00,112,7,2
2025-10-05 9:05:00,112,3,3
2025-10-05 9:06:00,108,2,6
2025-10-05 9:07:00,111,3,0
2025-10-05 9:08:00,108,4,7
2025-10-05 9:09:00,111,5,2
2025-10-05 9:10:00,116,6,1
2025-10-05 9:11:00,121,9,4
2025-10-05 9:12:00,118,1,4
2025-10-05 9:13:00,118,4,4
2025-10-05 9:14:00,122,5,1
2025-10-05 9:15:00,128,7,1
2025-10-05 9:16:00,131,8,5
2025-10-05 9:17:00,138,8,1
2025-10-05 9:18:00,137,3,4
2025-10-05 9:19:00,142,6,1
2025-10-05 9:20:00,140,4,6
2025-10-05 9:21:00,138,2,4
2025-10-05 9:22:00,143,9,4
2025-10-05 9:23:00,136,0,7
2025-10-05 9:24:00,134,1,3
2025-10-05 9:25:00,137,7,4
2025-10-05 9:26:00,143,7,1
2025-10-05 9:27:00,144,6,5
2025-10-05 9:28:00,144,2,2
2025-10-05 9:29:00,147,9,6
2025-10-05 9:30:00,146,0,1
2025-10-05 9:31:00,145,5,6
2025-10-05 9:32:00,151,9,3
2025-10-05 9:33:00,149,2,4
2025-10-05 9:34:00,147,3,5
2025-10-05 9:35:00,140,0,7
2025-10-05 9:36:00,143,6,3
2025-10-05 9:37:00,141,0,2
2025-10-05 9:38:00,145,7,3
2025-10-05 9:39:00,145,4,4
2025-10-05 9:40:00,143,3,5
2025-10-05 9:41:00,141,4,6
2025-10-05 9:42:00,133,1,9
2025-10-05 9:43:00,133,1,1
2025-10-05 9:44:00,134,5,4
2025-10-05 9:45:00,138,9,5
2025-10-05 9:46:00,137,6,7
2025-10-05 9:47:00,131,2,8
2025-10-05 9:48:00,129,6,8
2025-10-05 9:49:00,130,4,3
2025-10-05 9:50:00,127,3,6
2025-10-05 9:51:00,131,8,4
2025-10-05 9:52:00,133,4,2
2025-10-05 9:53:00,131,7,9
2025-10-05 9:54:00,135,4,0
2025-10-05 9:55:00,136,2,1
2025-10-05 9:56:00,129,0,7
2025-10-05 9:57:00,130,8,7
2025-10-05 9:58:00,126,2,6
2025-10-05 9:59:00,131,7,2
2025-10-05 10:00:00,129,7,9
2025-10-05 10:01:00,137,8,0
2025-10-05 10:02:00,133,1,5
2025-10-05 10:03:00,132,8,9
2025-10-05 10:04:00,136,6,2
2025-10-05 10:05:00,136,3,3
2025-10-05 10:06:00,137,1,0
2025-10-05 10:07:00,139,8,6
2025-10-05 10:08:00,143,4,0
2025-10-05 10:09:00,145,9,7
2025-10-05 10:10:00,146,5,4
2025-10-05 10:11:00,149,6,3
2025-10-05 10:12:00,152,7,4
2025-10-05 10:13:00,156,5,1
2025-10-05 10:14:00,163,8,1
2025-10-05 10:15:00,163,5,5
2025-10-05 10:16:00,155,1,9
2025-10-05 10:17:00,157,8,6
2025-10-05 10:18:00,158,3,2
2025-10-05 10:19:00,155,3,6
2025-10-05 10:20:00,154,3,4
2025-10-05 10:21:00,151,0,3
2025-10-05 10:22:00,149,6,8
2025-10-05 10:23:00,152,7,4
2025-10-05 10:24:00,150,5,7
2025-10-05 10:25:00,151,5,4
2025-10-05 10:26:00,157,8,2
2025-10-05 10:27:00,165,8,0
2025-10-05 10:28:00,157,0,8
2025-10-05 10:29:00,163,8,2
2025-10-05 10:30:00,156,0,7
2025-10-05 10:31:00,150,1,7
2025-10-05 10:32:00,150,8,8
2025-10-05 10:33:00,156,7,1
2025-10-05 10:34:00,152,4,8
2025-10-05 10:35:00,150,4,6
2025-10-05 10:36:00,155,8,3
2025-10-05 10:37:00,156,2,1
2025-10-05 10:38:00,155,7,8
2025-10-05 10:39:00,158,7,4
2025-10-05 10:40:00,155,6,9
2025-10-05 10:41:00,157,7,5
2025-10-05 10:42:00,152,1,6
2025-10-05 10:43:00,150,5,7
2025-10-05 10:44:00,150,5,5
2025-10-05 10:45:00,148,6,8
2025-10-05 10:46:00,150,7,5
2025-10-05 10:47:00,153,4,1
2025-10-05 10:48:00,145,0,8
2025-10-05 10:49:00,145,3,3
2025-10-05 10:50:00,149,7,3
2025-10-05 10:51:00,147,1,3
2025-10-05 10:52:00,150,3,0
2025-10-05 10:53:00,152,8,6
2025-10-05 10:54:00,147,2,7
2025-10-05 10:55:00,150,8,5
2025-10-05 10:56:00,152,7,5
2025-10-05 10:57:00,145,1,8
2025-10-05 10:58:00,138,1,8
2025-10-05 10:59:00,140,2,0
2025-10-05 11:00:00,134,2,8
2025-10-05 11:01:00,137,3,0
2025-10-05 11:02:00,145,9,1
2025-10-05 11:03:00,139,2,8
2025-10-05 11:04:00,139,7,7
2025-10-05 11:05:00,143,8,4
2025-10-05 11:06:00,144,5,4
2025-10-05 11:07:00,143,7,8
2025-10-05 11:08:00,150,9,2
2025-10-05 11:09:00,144,1,7
2025-10-05 11:10:00,142,5,7
2025-10-05 11:11:00,141,5,6
2025-10-05 11:12:00,143,9,7
2025-10-05 11:13:00,143,1,1
2025-10-05 11:14:00,145,7,5
2025-10-05 11:15:00,148,8,5
2025-10-05 11:16:00,143,1,6
2025-10-05 11:17:00,138,2,7
2025-10-05 11:18:00,140,6,4
2025-10-05 11:19:00,145,5,0
2025-10-05 11:20:00,145,3,3
2025-10-05 11:21:00,145,7,7
2025-10-05 11:22:00,146,2,1
2025-10-05 11:23:00,148,5,3
2025-10-05 11:24:00,144,4,8
2025-10-05 11:25:00,142,0,2
2025-10-05 11:26:00,143,9,8
2025-10-05 11:27:00,143,7,7
2025-10-05 11:28:00,149,7,1
2025-10-05 11:29:00,154,6,1
2025-10-05 11:30:00,157,5,2
2025-10-05 11:31:00,160,5,2
2025-10-05 11:32:00,160,3,3
2025-10-05 11:33:00,156,5,9
2025-10-05 11:34:00,156,2,2
2025-10-05 11:35:00,157,8,7
2025-10-05 11:36:00,155,6,8
2025-10-05 11:37:00,159,9,5
2025-10-05 11:38:00,159,7,7
2025-10-05 11:39:00,152,2,9
2025-10-05 11:40:00,152,1,1
2025-10-05 11:41:00,154,7,5
2025-10-05 11:42:00,150,1,5
2025-10-05 11:43:00,146,5,9
2025-10-05 11:44:00,152,7,1
2025-10-05 11:45:00,152,7,7
2025-10-05 11:46:00,149,5,8
2025-10-05 11:47:00,150,2,1
2025-10-05 11:48:00,148,0,2
2025-10-05 11:49:00,143,1,6
2025-10-05 11:50:00,145,7,5
2025-10-05 11:51:00,151,9,3
2025-10-05 11:52:00,144,0,7
2025-10-05 11:53:00,149,7,2
2025-10-05 11:54:00,146,2,5
2025-10-05 11:55:00,145,3,4
2025-10-05 11:56:00,153,8,0
2025-10-05 11:57:00,146,2,9
2025-10-05 11:58:00,141,2,7
2025-10-05 11:59:00,134,0,7
2025-10-05 12:00:00,134,6,6
2025-10-05 12:01:00,134,5,5
2025-10-05 12:02:00,131,2,5
2025-10-05 12:03:00,132,4,3
2025-10-05 12:04:00,133,6,5
2025-10-05 12:05:00,138,7,2
2025-10-05 12:06:00,133,3,8
2025-10-05 12:07:00,132,5,6
2025-10-05 12:08:00,130,7,9
2025-10-05 12:09:00,123,0,7
2025-10-05 12:10:00,126,5,2
2025-10-05 12:11:00,129,4,1
2025-10-05 12:12:00,123,1,7
2025-10-05 12:13:00,129,7,1
2025-10-05 12:14:00,127,3,5
2025-10-05 12:15:00,121,1,7
2025-10-05 12:16:00,119,5,7
2025-10-05 12:17:00,121,7,5
2025-10-05 12:18:00,127,8,2
2025-10-05 12:19:00,129,2,0
2025-10-05 12:20:00,131,3,1
2025-10-05 12:21:00,128,4,7
2025-10-05 12:22:00,124,5,9
2025-10-05 12:23:00,128,4,0
2025-10-05 12:24:00,126,5,7
2025-10-05 12:25:00,128,4,2
2025-10-05 12:26:00,129,4,3
2025-10-05 12:27:00,129,8,8
2025-10-05 12:28:00,133,6,2
2025-10-05 12:29:00,136,5,2
2025-10-05 12:30:00,140,4,0
2025-10-05 12:31:00,136,2,6
2025-10-05 12:32:00,140,9,5
2025-10-05 12:33:00,140,2,2
2025-10-05 12:34:00,137,1,4
2025-10-05 12:35:00,136,5,6
2025-10-05 12:36:00,132,3,7
2025-10-05 12:37:00,133,4,3
2025-10-05 12:38:00,136,8,5
2025-10-05 12:39:00,134,5,7
2025-10-05 12:40:00,137,3,0
2025-10-05 12:41:00,136,4,5
2025-10-05 12:42:00,135,3,4
2025-10-05 12:43:00,134,0,1
2025-10-05 12:44:00,133,6,7
2025-10-05 12:45:00,130,0,3
2025-10-05 12:46:00,130,1,1
2025-10-05 12:47:00,130,5,5
2025-10-05 12:48:00,129,6,7
2025-10-05 12:49:00,124,3,8
2025-10-05 12:50:00,128,6,2
2025-10-05 12:51:00,131,6,3
2025-10-05 12:52:00,136,9,4
2025-10-05 12:53:00,133,2,5
2025-10-05 12:54:00,132,3,4
2025-10-05 12:55:00,135,8,5
2025-10-05 12:56:00,133,2,4
2025-10-05 12:57:00,134,5,4
2025-10-05 12:58:00,132,6,8
2025-10-05 12:59:00,126,0,6
2025-10-05 13:00:00,126,5,5
2025-10-05 13:01:00,131,9,4
2025-10-05 13:02:00,131,2,2
2025-10-05 13:03:00,124,2,9
2025-10-05 13:04:00,123,1,2
2025-10-05 13:05:00,123,1,1
2025-10-05 13:06:00,121,3,5
2025-10-05 13:07:00,125,7,3
2025-10-05 13:08:00,122,1,4
2025-10-05 13:09:00,116,2,8
2025-10-05 13:10:00,119,8,5
2025-10-05 13:11:00,119,3,3
2025-10-05 13:12:00,120,5,4
2025-10-05 13:13:00,122,5,3
2025-10-05 13:14:00,128,6,0
2025-10-05 13:15:00,129,7,6
2025-10-05 13:16:00,137,8,0
2025-10-05 13:17:00,137,1,1
2025-10-05 13:18:00,139,7,5
2025-10-05 13:19:00,142,9,6
2025-10-05 13:20:00,139,0,3
2025-10-05 13:21:00,139,6,6
2025-10-05 13:22:00,142,9,6
2025-10-05 13:23:00,135,2,9
2025-10-05 13:24:00,137,4,2
2025-10-05 13:25:00,144,10,3
2025-10-05 13:26:00,137,1,8
2025-10-05 13:27:00,140,5,2
2025-10-05 13:28:00,141,6,5
2025-10-05 13:29:00,145,10,6
2025-10-05 13:30:00,150,5,0
2025-10-05 13:31:00,150,5,5
2025-10-05 13:32:00,145,4,9
2025-10-05 13:33:00,148,5,2
2025-10-05 13:34:00,146,0,2
2025-10-05 13:35:00,154,9,1
2025-10-05 13:36:00,158,5,1
2025-10-05 13:37:00,159,4,3
2025-10-05 13:38:00,154,2,7
2025-10-05 13:39:00,161,8,1
2025-10-05 13:40:00,165,6,2
2025-10-05 13:41:00,158,1,8
2025-10-05 13:42:00,158,3,3
2025-10-05 13:43:00,155,2,5
2025-10-05 13:44:00,155,5,5
2025-10-05 13:45:00,154,5,6
2025-10-05 13:46:00,151,4,7
2025-10-05 13:47:00,151,8,8
2025-10-05 13:48:00,155,5,1
2025-10-05 13:49:00,154,6,7
2025-10-05 13:50:00,153,8,9
2025-10-05 13:51:00,160,7,0
2025-10-05 13:52:00,159,5,6
2025-10-05 13:53:00,158,8,9
2025-10-05 13:54:00,164,8,2
2025-10-05 13:55:00,163,3,4
2025-10-05 13:56:00,157,4,10
2025-10-05 13:57:00,165,9,1
2025-10-05 13:58:00,166,6,5
2025-10-05 13:59:00,161,1,6
2025-10-05 14:00:00,151,0,10
2025-10-05 14:01:00,154,8,5
2025-10-05 14:02:00,154,5,5
2025-10-05 14:03:00,151,1,4
2025-10-05 14:04:00,148,2,5
2025-10-05 14:05:00,152,4,0
2025-10-05 14:06:00,150,7,9
2025-10-05 14:07:00,147,2,5
2025-10-05 14:08:00,148,5,4
2025-10-05 14:09:00,155,9,2
2025-10-05 14:10:00,148,1,8
2025-10-05 14:11:00,149,7,6
2025-10-05 14:12:00,154,6,1
2025-10-05 14:13:00,156,5,3
2025-10-05 14:14:00,155,1,2
2025-10-05 14:15:00,157,7,5
2025-10-05 14:16:00,152,0,5
2025-10-05 14:17:00,149,1,4
2025-10-05 14:18:00,145,4,8
2025-10-05 14:19:00,149,9,5
2025-10-05 14:20:00,147,4,6
2025-10-05 14:21:00,145,6,8
2025-10-05 14:22:00,145,7,7
2025-10-05 14:23:00,140,0,5
2025-10-05 14:24:00,140,8,8
2025-10-05 14:25:00,134,2,8
2025-10-05 14:26:00,137,6,3
2025-10-05 14:27:00,136,3,4
2025-10-05 14:28:00,129,2,9
2025-10-05 14:29:00,130,7,6
2025-10-05 14:30:00,137,8,1
2025-10-05 14:31:00,138,1,0
2025-10-05 14:32:00,136,6,8
2025-10-05 14:33:00,139,8,5
2025-10-05 14:34:00,143,5,1
2025-10-05 14:35:00,143,2,2
2025-10-05 14:36:00,143,4,4
2025-10-05 14:37:00,139,3,7
2025-10-05 14:38:00,144,7,2
2025-10-05 14:39:00,148,9,5
2025-10-05 14:40:00,142,3,9
2025-10-05 14:41:00,146,5,1
2025-10-05 14:42:00,144,5,7
2025-10-05 14:43:00,144,6,6
2025-10-05 14:44:00,143,4,5
2025-10-05 14:45:00,148,6,1
2025-10-05 14:46:00,147,6,7
2025-10-05 14:47:00,152,5,0
2025-10-05 14:48:00,153,2,1
2025-10-05 14:49:00,156,7,4
2025-10-05 14:50:00,147,0,9
2025-10-05 14:51:00,145,2,4
2025-10-05 14:52:00,141,2,6
2025-10-05 14:53:00,136,2,7
2025-10-05 14:54:00,145,9,0
2025-10-05 14:55:00,142,5,8
2025-10-05 14:56:00,145,5,2
2025-10-05 14:57:00,144,5,6
2025-10-05 14:58:00,142,1,3
2025-10-05 14:59:00,143,3,2
2025-10-05 15:00:00,143,7,7
2025-10-05 15:01:00,141,6,8
2025-10-05 15:02:00,147,7,1
2025-10-05 15:03:00,148,7,6
2025-10-05 15:04:00,145,5,8
2025-10-05 15:05:00,144,4,5
2025-10-05 15:06:00,144,2,2
2025-10-05 15:07:00,147,7,4
2025-10-05 15:08:00,147,3,3
2025-10-05 15:09:00,145,5,7
2025-10-05 15:10:00,143,7,9
2025-10-05 15:11:00,148,8,3
2025-10-05 15:12:00,144,1,5
2025-10-05 15:13:00,148,9,5
2025-10-05 15:14:00,142,0,6
2025-10-05 15:15:00,146,8,4
2025-10-05 15:16:00,140,0,6
2025-10-05 15:17:00,140,6,6
2025-10-05 15:18:00,141,6,5
2025-10-05 15:19:00,147,8,2
2025-10-05 15:20:00,141,1,7
2025-10-05 15:21:00,146,5,0
2025-10-05 15:22:00,149,5,2
2025-10-05 15:23:00,150,3,2
2025-10-05 15:24:00,149,1,2
2025-10-05 15:25:00,148,8,9
2025-10-05 15:26:00,144,1,5
2025-10-05 15:27:00,145,6,5
2025-10-05 15:28:00,146,6,5
2025-10-05 15:29:00,146,1,1
2025-10-05 15:30:00,151,8,3
2025-10-05 15:31:00,149,5,7
2025-10-05 15:32:00,149,6,6
2025-10-05 15:33:00,149,7,7
2025-10-05 15:34:00,143,1,7
2025-10-05 15:35:00,139,1,5
2025-10-05 15:36:00,137,2,4
2025-10-05 15:37:00,135,0,2
2025-10-05 15:38:00,137,9,7
2025-10-05 15:39:00,141,7,3
2025-10-05 15:40:00,140,4,5
2025-10-05 15:41:00,137,4,7
2025-10-05 15:42:00,130,1,8
2025-10-05 15:43:00,136,7,1
2025-10-05 15:44:00,134,7,9
2025-10-05 15:45:00,135,1,0
2025-10-05 15:46:00,130,3,8
2025-10-05 15:47:00,137,7,0
2025-10-05 15:48:00,133,2,6
2025-10-05 15:49:00,131,4,6
2025-10-05 15:50:00,124,1,8
2025-10-05 15:51:00,131,8,1
2025-10-05 15:52:00,127,1,5
2025-10-05 15:53:00,126,4,5
2025-10-05 15:54:00,126,3,3
2025-10-05 15:55:00,127,2,1
2025-10-05 15:56:00,126,7,8
2025-10-05 15:57:00,129,4,1
2025-10-05 15:58:00,130,7,6
2025-10-05 15:59:00,130,6,6
2025-10-05 16:00:00,134,5,1
2025-10-05 16:01:00,127,1,8
2025-10-05 16:02:00,123,1,5
2025-10-05 16:03:00,121,4,6
2025-10-05 16:04:00,120,6,7
2025-10-05 16:05:00,121,2,1
2025-10-05 16:06:00,120,0,1
2025-10-05 16:07:00,120,2,2
2025-10-05 16:08:00,126,6,0
2025-10-05 16:09:00,122,5,9
2025-10-05 16:10:00,120,5,7
2025-10-05 16:11:00,117,1,4
2025-10-05 16:12:00,119,6,4
2025-10-05 16:13:00,122,4,1
2025-10-05 16:14:00,117,2,7
2025-10-05 16:15:00,115,5,7
2025-10-05 16:16:00,116,2,1
2025-10-05 16:17:00,117,4,3
2025-10-05 16:18:00,110,0,7
2025-10-05 16:19:00,112,4,2
2025-10-05 16:20:00,110,2,4
2025-10-05 16:21:00,115,6,1
2025-10-05 16:22:00,110,3,8
2025-10-05 16:23:00,113,4,1
2025-10-05 16:24:00,114,5,4
2025-10-05 16:25:00,113,2,3
2025-10-05 16:26:00,112,1,2
2025-10-05 16:27:00,105,0,7
2025-10-05 16:28:00,104,3,4
2025-10-05 16:29:00,101,4,7
2025-10-05 16:30:00,97,2,6
2025-10-05 16:31:00,95,3,5
2025-10-05 16:32:00,96,2,1
2025-10-05 16:33:00,99,4,1
2025-10-05 16:34:00,98,3,4
2025-10-05 16:35:00,98,6,6
2025-10-05 16:36:00,100,4,2
2025-10-05 16:37:00,101,1,0
2025-10-05 16:38:00,103,4,2
2025-10-05 16:39:00,99,2,6
2025-10-05 16:40:00,100,6,5
2025-10-05 16:41:00,98,3,5
2025-10-05 16:42:00,98,1,1
2025-10-05 16:43:00,98,6,6
2025-10-05 16:44:00,96,2,4
2025-10-05 16:45:00,96,2,2
2025-10-05 16:46:00,91,0,5
2025-10-05 16:47:00,89,0,2
2025-10-05 16:48:00,90,5,4
2025-10-05 16:49:00,96,6,0
2025-10-05 16:50:00,98,6,4
2025-10-05 16:51:00,98,2,2
2025-10-05 16:52:00,94,2,6
2025-10-05 16:53:00,94,3,3
2025-10-05 16:54:00,92,2,4
2025-10-05 16:55:00,88,1,5
2025-10-05 16:56:00,92,6,2
2025-10-05 16:57:00,95,4,1
2025-10-05 16:58:00,95,0,0
2025-10-05 16:59:00,93,1,3
2025-10-05 17:00:00,92,3,4
2025-10-05 17:01:00,92,2,2
2025-10-05 17:02:00,91,2,3
2025-10-05 17:03:00,92,3,2
2025-10-05 17:04:00,90,2,4
2025-10-05 17:05:00,89,2,3
2025-10-05 17:06:00,84,1,6
2025-10-05 17:07:00,81,1,4
2025-10-05 17:08:00,80,0,1
2025-10-05 17:09:00,77,1,4
2025-10-05 17:10:00,76,1,2
2025-10-05 17:11:00,72,2,6
2025-10-05 17:12:00,71,2,3
2025-10-05 17:13:00,70,0,1
2025-10-05 17:14:00,66,2,6
2025-10-05 17:15:00,66,2,2
2025-10-05 17:16:00,66,2,2
2025-10-05 17:17:00,68,2,0
2025-10-05 17:18:00,70,2,0
2025-10-05 17:19:00,68,3,5
2025-10-05 17:20:00,63,1,6
2025-10-05 17:21:00,60,3,6
2025-10-05 17:22:00,60,2,2
2025-10-05 17:23:00,60,2,2
2025-10-05 17:24:00,58,1,3
2025-10-05 17:25:00,58,2,2
2025-10-05 17:26:00,60,3,1
2025-10-05 17:27:00,56,2,6
2025-10-05 17:28:00,55,3,4
2025-10-05 17:29:00,57,2,0
2025-10-05 17:30:00,59,3,1
2025-10-05 17:31:00,57,1,3
2025-10-05 17:32:00,57,2,2
2025-10-05 17:33:00,56,1,2
2025-10-05 17:34:00,54,1,3
2025-10-05 17:35:00,54,2,2
2025-10-05 17:36:00,52,0,2
2025-10-05 17:37:00,52,1,1
2025-10-05 17:38:00,54,3,1
2025-10-05 17:39:00,54,0,0
2025-10-05 17:40:00,53,0,1
2025-10-05 17:41:00,53,1,1
2025-10-05 17:42:00,54,3,2
2025-10-05 17:43:00,52,0,2
2025-10-05 17:44:00,55,3,0
2025-10-05 17:45:00,53,0,2
2025-10-05 17:46:00,52,1,2
2025-10-05 17:47:00,52,2,2
2025-10-05 17:48:00,50,0,2
2025-10-05 17:49:00,51,3,2
2025-10-05 17:50:00,50,2,3
2025-10-05 17:51:00,52,3,1
2025-10-05 17:52:00,49,0,3
2025-10-05 17:53:00,49,2,2
2025-10-05 17:54:00,48,1,2
2025-10-05 17:55:00,48,1,1
2025-10-05 17:56:00,47,1,2
2025-10-05 17:57:00,44,0,3
2025-10-05 17:58:00,45,3,2
2025-10-05 17:59:00,43,1,3
2025-10-05 18:00:00,41,0,2
2025-10-05 18:01:00,38,0,3
2025-10-05 18:02:00,37,0,1
2025-10-05 18:03:00,35,0,2
2025-10-05 18:04:00,34,0,1
2025-10-05 18:05:00,33,0,1
2025-10-05 18:06:00,31,0,2
2025-10-05 18:07:00,31,0,0
2025-10-05 18:08:00,30,0,1
2025-10-05 18:09:00,27,0,3
2025-10-05 18:10:00,27,0,0
2025-10-05 18:11:00,27,0,0
2025-10-05 18:12:00,26,0,1
2025-10-05 18:13:00,23,0,3
